Indicador;Setor;Curso;Nota;ID;Justificativa;Categoria_Bardin;Tags_IA;Pontos_Negativos
3.2;Campus  Politécnico;GEOLOGIA (Bacharelado);4,00;2251355;Apesar de não dispor de uma sala exclusiva, o espaço compartilhado não compromete o desempenho das atribuições do cargo, sendo mitigado por alternativas funcionais e infraestrutura de apoio próxima. Dessa forma, considerando que o ambiente atende adequadamente às atividades da coordenação, mas não oferece exclusividade nem privacidade permanente, justifica-se a atribuição do conceito 4 para este indicador.;Infraestrutura e Acessibilidade;"[""#ausencia_sala_exclusiva"", ""#privacidade_insuficiente"", ""#infraestrutura_compartilhada""]";Ausência de sala exclusiva para a coordenação do curso e falta de garantia de privacidade permanente para o desempenho das funções e atendimentos.
3.2;Campus  Politécnico;MATEMÁTICA INDUSTRIAL (Bacharelado);3,00;2251358;Durante a visita virtual in loco, realizada por videoconferência, a Comissão constatou que o espaço de trabalho destinado ao coordenador do Curso consiste em uma única sala compartilhada com a secretaria, embora em áreas distintas. O ambiente apresenta boas condições de limpeza, iluminação, ventilação, acesso à internet e organização patrimonial. No momento da visita, não foram identificados recursos tecnológicos na sala, à exceção de uma impressora. Foi informado que o notebook utilizado é de uso pessoal do coordenador ou pertence ao patrimônio da IES. Observou-se também que as divisórias de fórmica não asseguram adequada acústica nem segurança. Embora o espaço possibilite a realização das atividades acadêmico-administrativas e atenda às necessidades institucionais, não ficou claro para a Comissão que ele ofereça condições adequadas para atendimentos individuais ou em grupo com os discentes, de modo a garantir a privacidade. Adicionalmente, não foi evidenciado qualquer outra condição que exista infraestrutura tecnológica diferenciada que permita ao coordenador desempenhar suas funções com maior autonomia e acesso a recursos que atendam às suas demandas específicas, possibilitando diferentes formas de trabalho.;Infraestrutura e Acessibilidade;"[""#sala_coordenador_inadequada"", ""#privacidade_comprometida"", ""#carência_recursos_tecnologicos""]";"Ausência de privacidade para atendimentos a discentes devido ao compartilhamento de sala e divisórias com acústica ineficiente; falta de segurança patrimonial nas divisórias; carência de recursos tecnológicos institucionais (dependência de equipamento pessoal); e inexistência de infraestrutura tecnológica diferenciada que suporte a autonomia e as demandas específicas da coordenação."
3.2;Campus Litoral;EDUCAÇÃO DO CAMPO / CIÊNCIAS DA NATUREZA (Licenciatura);4,00;2275324;A sala de trabalho da coordenadora do curso permite o desenvolvimento de suas atividades acadêmicas e administrativas. E equipada com mesa, cadeiras, computador com acesso a rede de internet, atendendo às necessidades institucionais. Há um espaço reservado que permite o atendimento individual ou grupos de estudantes e docentes, dispondo de infraestrutura.;Infraestrutura e Acessibilidade;"[""#infraestrutura_padrao_medio"", ""#ausencia_de_privacidade_acustica"", ""#limitação_de_recursos_tecnologicos""]";A descrição apresenta uma infraestrutura funcional, porém básica, carecendo de elementos de excelência para a nota máxima (5), como: ausência de menção à privacidade acústica para atendimentos sigilosos, falta de detalhamento sobre recursos tecnológicos avançados e omissão quanto à acessibilidade plena (NBR 9050) no mobiliário e espaço.
3.2;Campus Pontal Do Sul;AGROECOLOGIA (Tecnólogo);4,00;2369362;A coordenadora do curso compartilha o gabinete de trabalho, com mobília adequada (mesa, cadeira, armários) além de computador conectado à internet, com outros coordenadores. A instituição disponibiliza outra sala, para , havendo necessidade, ocorrer o atendimento aos docentes e discentes com privacidade, de forma individualizada ou de pequenos grupos.;Infraestrutura e Acessibilidade;"[""#sala_coordenacao_compartilhada"", ""#privacidade_limitada"", ""#infraestrutura_administrativa""]";Ausência de gabinete de trabalho exclusivo para a coordenação do curso e falta de privacidade intrínseca ao ambiente de trabalho principal, dependendo de uma sala auxiliar para atendimentos sigilosos.
3.2;Complexo Hospital de Clínicas;CIÊNCIAS EXATAS QUÍMICA (Licenciatura);3,00;2297803;A sala destinada a coordenação é um gabinete dividido com a coordenadora e a professora Eliane do Rocio Alberti, impedindo o atendimento individual dos alunos. Foi-nos informado que a sala da coordenação deveria ser alocada na secretaria do curso  o que também não atende a demanda da privacidade, em se considerando que lá estão alocados espaços para, pelo menos, cinco profissionais com diferentes funções.;Infraestrutura e Acessibilidade;"[""#sala_coordenacao_inadequada"", ""#privacidade_atendimento"", ""#infraestrutura_administrativa""]";Inadequação do espaço físico destinado à coordenação do curso, caracterizada pela falta de ambiente privativo para atendimento individual de alunos e compartilhamento de gabinete com outros docentes/setores, o que compromete o sigilo e a funcionalidade da gestão.
3.2;Juvevê;MEDICINA (Bacharelado);4,00;2132838;No entanto, não foi identificada infraestrutura tecnológica diferenciada ou com caráter inovador, que permita desenvolver formas distintas de trabalho.;Formalização da Inovação e Diferenciação;"[""#infraestrutura_tecnologica"", ""#ausencia_de_inovacao"", ""#metodologias_diferenciadas""]";Ausência de recursos tecnológicos inovadores ou de caráter diferenciado que possibilitem o suporte a metodologias de ensino alternativas e o desenvolvimento de formas de trabalho acadêmico que transcendam o convencional.
3.3;Juvevê;AGROECOLOGIA (Tecnólogo);3,00;2369362;Foi apresentada uma sala dos professores, a qual deve ser reservada para utilização. Nela há mesas e cadeiras com capacidade de acomodação para 20 a 25 pessoas, no máximo. Há equipamento de videoconferência disponível. A sala é arejada, bem iluminada e possui equipamento de ar-condicionado.;Infraestrutura e Acessibilidade;"[""#espaco_docente_insuficiente"", ""#falta_de_exclusividade"", ""#infraestrutura_de_apoio""]";"Capacidade de acomodação física restrita (máximo 25 pessoas), o que pode ser insuficiente para o corpo docente total; falta de disponibilidade permanente e imediata, uma vez que o espaço depende de reserva; ausência de menção a postos de trabalho individuais ou áreas para atendimento privativo ao aluno."
3.4;Campus  Politécnico;MATEMÁTICA INDUSTRIAL (Bacharelado);3,00;2251358;Entretanto, sem acesso a acessibilidade interna através de piso tátil. As salas de aula apresentam conforto, gerenciamento da manutenção patrimonial, recursos tecnológicos (computador e Datashow não fixo, mas de forma agendado) e garante às atividades a serem desenvolvidas para o Curso. Espaço é amplo, com uma boa estrutura de carteiras e cadeiras, com ventiladores, acesso internet e com boa limpeza. Contudo, não foi observado a flexibilidade relacionada às configurações espaciais que oportunizam distintas situações de ensino e aprendizagem. Outro fator que não foi evidenciado é não possui outros recursos cuja utilização é comprovadamente exitosa.;Infraestrutura e Acessibilidade;"[""#acessibilidade_fisica_incompleta"", ""#flexibilidade_espacial_ausente"", ""#recursos_didaticos_limitados""]";"Ausência de sinalização tátil (piso tátil) para acessibilidade interna; falta de flexibilidade no layout das salas de aula para metodologias diversificadas; e inexistência de recursos tecnológicos inovadores ou diferenciados além do básico (computador/datashow)."
3.4;Campus  Politécnico;CIÊNCIA DA COMPUTAÇÃO (Bacharelado);4,00;2287830;Durante a visita virtual in loco à infraestrutura a comissão visitou as salas de aula da UFPR que são usadas pelo curso de Ciência da Computação. As salas são espaços amplos, bem equipados e de diferentes capacidades, contando com mobiliário em bom estado de conservação, lousa ou quadro branco, projetor multimídia, tela de projeção retrátil, acesso às redes sem fio. As salas possuem boa ventilação e iluminação natural e artificial. As janelas têm persianas e vidros com filtro UVA/UVB, e a maioria das salas de aula da UFPR não dispõe de ar condicionado, pois o clima de Curitiba não costuma exigir tal instalação. Neste sentido, a IES afirmou que a ventilação natural resolve 90% do problema e reduz o consumo de energia, contribuindo para uma universidade sustentável. As salas estão em bom estado de conservação, e demonstram receber manutenções periódicas. Não foram evidenciados à comissão recursos ou elementos adicionais além dos padrões de configuração de uma sala de aula típica.;Formalização da Inovação e Diferenciação;"[""#ausencia_climatizacao"", ""#infraestrutura_padrao"", ""#falta_de_inovacao""]";Ausência de sistema de climatização (ar-condicionado) na maioria das salas e falta de elementos, recursos tecnológicos ou diferenciais pedagógicos que superem o padrão convencional de uma sala de aula básica para atingir a excelência (Nota 5).
3.4;Campus Pontal Do Sul;AGROECOLOGIA (Tecnólogo);3,00;2369362;As salas de aula tem dimensões adequadas para o número de alunos, com quadro, mesas e cadeiras conservadas e datashow. Possuem boa iluminação, janelas e são climatizadas com aparelho de ar condicionado e limpas. Apresentam-se como um modelo convencional básico, sendo possível destacar a conexão com a internet ruim, conforme apontado pelos estudantes, o que torna um fator relevante, já que, para os dias atuais, as metodologias exigem, normalmente, uso deste recurso. Na reunião com os discentes, também foi colocado por eles, que as cadeiras das salas de aula são desconfortáveis, sempre existem situações de infiltração nas salas durante o período chuvoso e o ar condicionado, frequentemente, apresenta problemas no funcionamento.;Infraestrutura e Acessibilidade;"[""#conectividade_insuficiente"", ""#manutencao_predial_deficiente"", ""#ergonomia_inadequada""]";"Conectividade de internet insuficiente para suporte às metodologias de ensino; problemas estruturais de manutenção (infiltrações pluviais); mobiliário ergonomicamente desconfortável (queixas sobre as cadeiras); e instabilidade operacional nos equipamentos de climatização."
3.4;Centro Politécnico;CIÊNCIAS EXATAS QUÍMICA (Licenciatura);3,00;2297803;Mas não apresentam cadeiras especiais para os obesos. Também, apresentam uma sala multiuso que serve para as aulas e para as demais atividades, inclusive a parte de laboratórios de informática. Apesar da configuração espacial ser confortável, fato é que as salas não permitem o exercício de atividades múltiplas no decurso do fazer pedagógico.;Infraestrutura e Acessibilidade;"[""#acessibilidade_insuficiente"", ""#infraestrutura_multiuso_inadequada"", ""#layout_pedagogico_limitado""]";Ausência de mobiliário adaptado para acessibilidade (cadeiras para obesos), inadequação da infraestrutura tecnológica por meio de salas multiuso sobrepostas e limitação do layout físico das salas para a aplicação de metodologias de ensino diversificadas.
